model,uuid,question_category,sub_category,ChemIQ,success,expected_answer,model_answer,opsin_smiles,completion_tokens,reasoning_tokens
gpt-4o,4e38eb74-c3e8-4c58-af45-46eec5f15112,counting_carbon,,True,False,16,17,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,3c6435ce-c50d-4ce7-a60b-d21ccae3275c,counting_carbon,,True,False,17,21,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,2e8d5767-0951-4d8d-b85a-a2edbd4707b6,counting_carbon,,True,True,17,17,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,d3e441b0-9fe3-462c-bfc6-c76a1b5cc31f,counting_carbon,,True,False,18,16,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,210531cb-d7a2-4d20-9397-4480f59692cd,counting_carbon,,True,False,18,20,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,8be913dd-737b-4b5a-a31f-69be72da273b,counting_carbon,,True,False,19,24,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,bb5cc5d9-b967-4225-89c8-1e7a620b6721,counting_carbon,,True,True,19,19,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,b4c8fdbb-3d75-4e32-a068-9ba254d24fd8,counting_carbon,,True,False,20,21,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,02fc1e4f-4714-4853-98db-f1b16a90289d,counting_carbon,,True,False,20,21,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,196d962c-e816-4532-b6b0-98fbfa8a1da7,counting_carbon,,True,False,21,23,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,85627a53-52f8-47ab-a8e8-bbb5fdef9b35,counting_carbon,,True,False,21,18,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,f8d7990c-769d-43ab-9698-12a3f142edef,counting_carbon,,True,False,22,21,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,cdcb32a9-ac2a-4513-a6d1-acfdf66f96a8,counting_carbon,,True,False,22,18,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,65695546-735a-4039-9337-fb2cbdd4f016,counting_carbon,,True,False,23,27,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,e99d09cf-3de9-4336-bbce-544eadcf7e08,counting_carbon,,True,False,23,26,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,7c344a3e-0f6c-4b35-a1d4-3dd0dc377a6e,counting_carbon,,True,False,24,23,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,30932029-a08e-4346-9dbc-ff3de16a7968,counting_carbon,,True,False,24,23,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,40fea15b-d967-407f-a8d6-7670c257c021,counting_carbon,,True,False,25,24,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,ed2c5927-3bf3-4ed5-aa46-8e8d7dff2dd9,counting_carbon,,True,False,25,24,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,40bc56b9-cd25-4486-a67e-269cc36fe5c1,counting_carbon,,True,False,26,22,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,2e0b97fa-89e2-4d89-b7e9-cecf098a3667,counting_carbon,,True,False,26,28,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,dc0bcaec-8999-4d31-8aa3-e90134368600,counting_carbon,,True,False,27,24,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,937cd3db-0c99-4277-8a08-34bd8540571b,counting_carbon,,True,False,27,31,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,3a559549-01fb-4593-92f4-e97cc87a2b1c,counting_ring,,True,True,1,1,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,8bcdc9ed-a72f-453d-9ad6-3f7167fcca3d,counting_ring,,True,False,1,2,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,ab6b902e-3a48-42ab-b328-a3427cd8734d,counting_ring,,True,False,1,2,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,08bc4deb-9b9d-4fec-a95c-f894c168db36,counting_ring,,True,True,1,1,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,ca4c52b5-3771-4daf-8230-97184aa7e9b0,counting_ring,,True,False,1,2,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,e2615e3e-52fb-4646-8bd0-feecda381a2e,counting_ring,,True,True,1,1,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,2438e38c-a074-4916-bec6-22970d759c17,counting_ring,,True,False,1,2,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,78d48efb-3943-4685-bbce-e6569fb818f8,counting_ring,,True,True,1,1,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,c77a9e01-14fa-411d-844f-aff9904892be,counting_ring,,True,True,2,2,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,660299c3-49e8-4526-bc2f-229128f3a728,counting_ring,,True,True,2,2,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,2e894827-709d-4621-aa93-d57b44f5a0f3,counting_ring,,True,False,2,3,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,5929b457-6388-4b4b-a060-359df6f0971d,counting_ring,,True,False,2,3,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,e47fed1a-c789-4887-a0bd-0db0c8eb70f6,counting_ring,,True,False,2,3,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,d2b5cd34-d177-4186-b266-a7118797755a,counting_ring,,True,False,2,3,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,da855680-70f9-49b3-8fe2-a012f6981636,counting_ring,,True,False,2,3,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,d9e6418d-239f-4647-9fc3-b1cd35a23ff6,counting_ring,,True,False,2,3,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,074a47ae-31d9-4aa8-9c53-71d258b71182,counting_ring,,True,True,3,3,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,2090df2a-bdbc-4bb5-a9d0-72edd2cfdbd0,counting_ring,,True,True,3,3,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,1052eeec-7a3a-4755-a613-e1e2e22d4ca5,counting_ring,,True,True,3,3,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,5d20368d-5637-4fa9-a451-9e662794bc5d,counting_ring,,True,False,3,4,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,b04ab5e4-64bb-4ecf-9afe-16f816382d20,counting_ring,,True,False,3,4,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,af01c7fa-17f5-4a4e-a6cb-80342c4b4514,counting_ring,,True,True,3,3,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,7f50536c-f511-4d7f-9a64-ff779d5b220c,counting_ring,,True,False,3,4,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,0b955564-7819-4329-afd5-d9fbcd7d52c6,counting_ring,,True,False,3,4,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,0af0ab3f-ec09-449e-a95e-c66f0329cc4d,counting_ring,,True,True,4,4,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,001d4851-593b-4d65-a868-6802b198e592,counting_ring,,True,True,4,4,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,7a7abe5c-acf5-4047-a2fb-874ca0ef69a8,counting_ring,,True,True,4,4,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,57539d1c-5c1e-475d-9450-b4f25a806d0a,counting_ring,,True,True,4,4,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,d90df87b-360e-4a0d-b151-1b5f3e682209,counting_ring,,True,True,4,4,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,da4121c1-9b89-429b-8bb4-552de8960d00,counting_ring,,True,False,4,5,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,df6ddd19-a29a-4fca-8e60-165d49c91015,counting_ring,,True,False,4,3,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,3e1ce51a-577c-4b3a-8fec-8f355afb4ae9,counting_ring,,True,True,4,4,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,c3f2068b-f6bd-478f-9dbb-4eb5d41a9257,counting_ring,,True,False,5,6,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,4d7679cb-2450-4fd4-83fb-a0a4945ece18,counting_ring,,True,False,5,4,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,47a13e7d-3ccc-46c7-9ab6-18a77fe4e361,counting_ring,,True,True,5,5,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,34f680d5-7ca8-44dc-8bef-6587312c5633,counting_ring,,True,True,5,5,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,2eaece5e-784a-4f46-ba75-d0dc47af9e17,counting_ring,,True,False,5,6,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,673ee5fd-a3f2-44f4-b9f1-a4f62e03fbcf,counting_ring,,True,False,5,6,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,84b3e2d6-4db0-434d-a283-019c71e34c86,counting_ring,,True,False,5,4,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,a5eff30f-812e-4507-a960-f8d2eac97acb,counting_ring,,True,True,5,5,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,77b54f23-7be4-4a41-8efb-af0bfb2da7d8,counting_ring,,True,True,6,6,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,8e64860f-dc4b-48b2-bf1a-d980bfab6725,counting_ring,,True,False,6,5,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,6be0f910-6e18-4586-a91d-2a18cc0a5d8d,counting_ring,,True,False,6,5,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,1ae2a2a0-e993-4cc2-9506-c6a6640915b0,counting_ring,,True,True,6,6,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,6d9ad319-6d2d-4b81-b53a-0e15e5a6ef3a,counting_ring,,True,False,6,4,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,2ad9f734-0cb7-4a15-a53d-2337dec41a48,counting_ring,,True,False,6,5,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,c277ca87-1474-4def-98c2-330415ce801b,counting_ring,,True,True,6,6,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,3d157ae8-c073-4f5a-9ea5-6d7e0dad9a11,counting_ring,,True,False,6,5,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,907d64f5-ea52-4b1b-b427-0cf78b0d31f6,shortest_path,random,True,False,3,8,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,1f14794b-a803-4dd0-8e4c-ec6fc738c89a,shortest_path,canonical,True,False,3,8,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,7768c7a2-cdea-4efa-a1a6-10d9a692a064,shortest_path,random,True,False,3,9,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,c477a0ec-e03c-4599-bd84-83f8ac297672,shortest_path,canonical,True,False,3,7,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,702d3734-b75e-44f8-b34c-4e0a6203a11d,shortest_path,random,True,False,3,7,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,06665bc6-3d74-41e6-ace5-44c401966700,shortest_path,canonical,True,False,3,11,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,d4e97d08-2fe7-4c36-9cce-4c804f87e90b,shortest_path,random,True,False,4,15,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,f052c9af-e086-4242-a206-bb81eb48bcb3,shortest_path,canonical,True,False,4,10,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,774c2b0e-fdb2-43ac-952a-f1c3a775973f,shortest_path,random,True,False,4,8,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,8d7c2c36-eda6-4912-a2ee-9087bd6da96f,shortest_path,canonical,True,False,4,8,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,1db5b205-7edc-461c-96cd-2fb4474dbccd,shortest_path,random,True,False,4,14,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,4406367c-3e25-4a11-9be2-d436decc5a57,shortest_path,canonical,True,False,4,13,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,45235f05-734f-45d2-bd80-0d50e6126346,shortest_path,random,True,False,5,12,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,66a86cbb-3fce-41fe-aefb-8b8be28e432d,shortest_path,canonical,True,False,5,12,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,99bca635-5315-4b00-a4f8-6c4534358d25,shortest_path,random,True,False,5,13,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,29ee50e4-903d-4be4-80eb-6937d74c8264,shortest_path,canonical,True,False,5,27,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,9a992da6-3fe7-46a0-a495-02a0713e4127,shortest_path,random,True,False,5,17,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,0f606cb0-e171-4cbc-a46c-eb268dbffdbd,shortest_path,canonical,True,False,5,17,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,0cff8ee9-1872-49e7-9d72-ea778376b097,shortest_path,random,True,False,6,16,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,d92c755d-0cf0-4051-9439-237a0623b79e,shortest_path,canonical,True,False,6,14,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,fbb4f9a4-79fd-4602-b609-afb86d4d18dd,shortest_path,random,True,False,6,12,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,d4996e79-c43b-47a7-8191-e79fb5f27586,shortest_path,canonical,True,False,6,12,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,ed77a6b3-9609-46ad-9ad8-d12246c69297,shortest_path,random,True,False,6,13,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,f8328d1a-6038-44bc-adfe-c5ffd8103eb7,shortest_path,canonical,True,False,6,7,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,4502ca46-d1d8-4d7d-86e1-2a9e19189ee0,shortest_path,random,True,False,7,11,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,098f7951-1c0f-46db-9be5-145004c9165c,shortest_path,canonical,True,False,7,11,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,99df2f53-b5eb-4290-94da-614450b0cda9,shortest_path,random,True,False,7,16,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,23f622c6-a837-460f-b67f-480f454edf5f,shortest_path,canonical,True,False,7,13,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,54cb767e-164f-413f-becf-e4841bf3cd1b,shortest_path,random,True,False,7,23,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,9f081551-efda-4c88-873f-91dbfad35086,shortest_path,canonical,True,False,7,12,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,72ae58dc-65a1-40ed-8e94-cd4647539ddf,shortest_path,random,True,False,8,20,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,dc0fc37b-aa8c-4c93-b67b-38635c25b38b,shortest_path,canonical,True,False,8,13,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,de586a36-a068-4c87-ad5e-22176a4f9675,shortest_path,random,True,False,8,18,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,7c389221-e0f0-4640-9179-b8794337017a,shortest_path,canonical,True,False,8,12,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,f569980e-0f05-415b-97dd-c0c99eddfe33,shortest_path,random,True,False,8,23,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,d532db70-4c17-451f-a3f3-2a7a7a5e5f63,shortest_path,canonical,True,False,8,17,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,3258223d-aa80-4cd8-bb03-83726a4bc97b,shortest_path,random,True,False,9,23,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,f533d89f-bb10-47e1-8dd6-df770e6365a5,shortest_path,canonical,True,False,9,18,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,d1e26921-7c24-42b4-b664-c5fe983b9a4b,shortest_path,random,True,False,9,15,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,3e3e29f6-2397-4d52-a8d1-01bf4d5b2e83,shortest_path,canonical,True,False,9,12,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,9adfffb4-7ec3-4322-8fae-71430a08c844,shortest_path,random,True,False,9,27,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,4838c72f-20fe-4461-b39e-83a8c2e4d794,shortest_path,canonical,True,False,9,14,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,ec469198-ee0c-466a-a79b-22b0d5f81ba5,shortest_path,random,True,False,10,13,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,51fc9d00-0772-4cd2-885d-b476af71c9ef,shortest_path,canonical,True,True,10,10,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,07bf72da-6739-4c39-8add-4f892358fd14,shortest_path,random,True,False,10,9,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,4409e783-8a3b-4b71-9da9-4ade0692bc7c,shortest_path,canonical,True,True,10,10,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,30b08c13-0c5b-4875-8344-24e4b9a5f1fc,shortest_path,random,True,False,10,17,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,027fd9e5-6810-4e6c-865b-b66156c84a43,shortest_path,canonical,True,True,10,10,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,dca11452-60bb-44b3-96cb-f6b4e0e99146,shortest_path,random,True,False,11,16,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,f12d7f7a-cae2-47ff-a7d1-7ce97748434f,shortest_path,canonical,True,False,11,15,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,f89f06ea-06d4-4e24-b2cd-fa74c41690c8,shortest_path,random,True,False,11,14,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,5e2739b0-aff8-4a6c-af9b-e7882d1e3fa8,shortest_path,canonical,True,False,11,24,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,675a5bce-dfb7-4bd2-8f6c-ec84285ccab7,shortest_path,random,True,False,11,20,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,014aa3c7-4e0a-41f6-8b99-e85fb141a45c,shortest_path,canonical,True,False,11,17,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,441591e8-7672-46ea-abe3-77cf24deb081,shortest_path,random,True,False,12,13,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,8e86fb6c-0547-469c-b96c-792bb9fb11ff,shortest_path,canonical,True,False,12,21,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,1b2f01a3-e44a-4b51-97dc-3b1bab2e5392,shortest_path,random,True,False,12,15,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,eb636216-c46e-4e44-9c30-64b6d06efd16,shortest_path,canonical,True,True,12,12,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,6e331ce0-73ff-42d2-b3f7-3f2c91c51b16,shortest_path,random,True,False,12,19,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,d16a26c2-d5e6-4a92-a2d9-53e4421f1dfa,shortest_path,canonical,True,False,12,15,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,1307dca0-a1b9-4e16-bb94-8c93c367d761,shortest_path,random,True,False,13,21,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,f6b9ae84-8afe-4bea-8379-455cc16f5682,shortest_path,canonical,True,False,13,12,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,26f04010-c4a4-4142-b917-deb437164606,shortest_path,random,True,False,13,23,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,11eff25a-9310-4c22-b7bd-897dd39c4ee2,shortest_path,canonical,True,False,13,10,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,e15bcb0f-bea0-4e54-8850-711e17c53b08,shortest_path,random,True,False,13,17,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,0f2cd71b-96c5-4d89-a3b5-cfbcb00a8570,shortest_path,canonical,True,False,13,17,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,5142c16e-918b-4506-b6ae-81cf33938d23,shortest_path,random,True,False,14,18,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,703bd7fc-1ca5-4013-87e0-d0f30c4a38f3,shortest_path,canonical,True,False,14,12,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,ee109ba1-10d0-4b45-b08e-2b7e34c69136,shortest_path,random,True,False,14,16,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
gpt-4o,0fb2187d-ee29-4ccf-9d5f-9280a165c28c,shortest_path,canonical,True,False,14,13,BrC1=C2C=CC=NC2=CC(=C1Cl)F,2,0
