model,uuid,question_category,sub_category,ChemIQ,success,expected_answer,model_answer,opsin_smiles,completion_tokens,reasoning_tokens
o3-mini-high,475ff158-316f-415e-9fd2-91dfcb499a8d,counting_carbon,,True,True,9,9,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,7629.0,7616.0
o3-mini-high,6ec46160-523d-4d3b-aea8-3d5a858d949f,counting_carbon,,True,True,10,10,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,5197.0,5184.0
o3-mini-high,441ad391-8844-468d-9c6d-5191fdd8f986,counting_carbon,,True,True,10,10,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,2445.0,2432.0
o3-mini-high,0ba49457-5a65-46e6-bac7-977cfac5285f,counting_carbon,,True,True,11,11,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,7310.0,7296.0
o3-mini-high,ad5a008e-b19c-4824-b5b3-75f85b5c4288,counting_carbon,,True,False,11,10,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,12429.0,12416.0
o3-mini-high,84ecd115-8c46-41c3-b4ee-35e08dc84ffa,counting_carbon,,True,True,12,12,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,6542.0,6528.0
o3-mini-high,b8557eeb-1968-4110-8cf0-b6e3b2e0cac4,counting_carbon,,True,True,12,12,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,15693.0,15680.0
o3-mini-high,acad01ec-e4b7-4032-a3e1-eb3694e5fdfc,counting_carbon,,True,True,13,13,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,6797.0,6784.0
o3-mini-high,268dcf87-5fb5-4906-8f76-8a852e0ed75d,counting_carbon,,True,True,13,13,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,13007.0,12992.0
o3-mini-high,7d054445-67c8-4e03-ba1e-050903bd32c3,counting_carbon,,True,False,14,12,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,21646.0,21632.0
o3-mini-high,b7293502-845d-4f51-988d-b17468ec427d,counting_carbon,,True,True,14,14,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,19725.0,19712.0
o3-mini-high,f0f4b402-f21c-4893-891f-eceab8211bb2,counting_carbon,,True,True,15,15,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,4173.0,4160.0
o3-mini-high,76473fc1-53b7-4e5d-a6c1-590d12604e71,counting_carbon,,True,True,15,15,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,12237.0,12224.0
o3-mini-high,fbe1dd94-50f0-4c9c-9ad3-933dabaea3db,counting_carbon,,True,True,16,16,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,12813.0,12800.0
o3-mini-high,4e38eb74-c3e8-4c58-af45-46eec5f15112,counting_carbon,,True,True,16,16,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,11981.0,11968.0
o3-mini-high,3c6435ce-c50d-4ce7-a60b-d21ccae3275c,counting_carbon,,True,True,17,17,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,8141.0,8128.0
o3-mini-high,2e8d5767-0951-4d8d-b85a-a2edbd4707b6,counting_carbon,,True,True,17,17,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,11278.0,11264.0
o3-mini-high,d3e441b0-9fe3-462c-bfc6-c76a1b5cc31f,counting_carbon,,True,True,18,18,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,10317.0,10304.0
o3-mini-high,210531cb-d7a2-4d20-9397-4480f59692cd,counting_carbon,,True,True,18,18,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,24463.0,24448.0
o3-mini-high,8be913dd-737b-4b5a-a31f-69be72da273b,counting_carbon,,True,True,19,19,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,25040.0,25024.0
o3-mini-high,bb5cc5d9-b967-4225-89c8-1e7a620b6721,counting_carbon,,True,True,19,19,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,8013.0,8000.0
o3-mini-high,b4c8fdbb-3d75-4e32-a068-9ba254d24fd8,counting_carbon,,True,True,20,20,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,10701.0,10688.0
o3-mini-high,02fc1e4f-4714-4853-98db-f1b16a90289d,counting_carbon,,True,True,20,20,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,11662.0,11648.0
o3-mini-high,196d962c-e816-4532-b6b0-98fbfa8a1da7,counting_carbon,,True,True,21,21,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,8973.0,8960.0
o3-mini-high,85627a53-52f8-47ab-a8e8-bbb5fdef9b35,counting_carbon,,True,True,21,21,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,14541.0,14528.0
o3-mini-high,f8d7990c-769d-43ab-9698-12a3f142edef,counting_carbon,,True,True,22,22,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,11213.0,11200.0
o3-mini-high,cdcb32a9-ac2a-4513-a6d1-acfdf66f96a8,counting_carbon,,True,False,22,21,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,10509.0,10496.0
o3-mini-high,65695546-735a-4039-9337-fb2cbdd4f016,counting_carbon,,True,True,23,23,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,10254.0,10240.0
o3-mini-high,e99d09cf-3de9-4336-bbce-544eadcf7e08,counting_carbon,,True,True,23,23,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,11471.0,11456.0
o3-mini-high,7c344a3e-0f6c-4b35-a1d4-3dd0dc377a6e,counting_carbon,,True,True,24,24,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,11597.0,11584.0
o3-mini-high,30932029-a08e-4346-9dbc-ff3de16a7968,counting_carbon,,True,True,24,24,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,14414.0,14400.0
o3-mini-high,40fea15b-d967-407f-a8d6-7670c257c021,counting_carbon,,True,True,25,25,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,11405.0,11392.0
o3-mini-high,ed2c5927-3bf3-4ed5-aa46-8e8d7dff2dd9,counting_carbon,,True,True,25,25,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,7565.0,7552.0
o3-mini-high,40bc56b9-cd25-4486-a67e-269cc36fe5c1,counting_carbon,,True,True,26,26,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,13965.0,13952.0
o3-mini-high,2e0b97fa-89e2-4d89-b7e9-cecf098a3667,counting_carbon,,True,True,26,26,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,13711.0,13696.0
o3-mini-high,dc0bcaec-8999-4d31-8aa3-e90134368600,counting_carbon,,True,True,27,27,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,9102.0,9088.0
o3-mini-high,937cd3db-0c99-4277-8a08-34bd8540571b,counting_carbon,,True,True,27,27,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,19022.0,19008.0
o3-mini-high,3a559549-01fb-4593-92f4-e97cc87a2b1c,counting_ring,,True,True,1,1,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,2638.0,2624.0
o3-mini-high,8bcdc9ed-a72f-453d-9ad6-3f7167fcca3d,counting_ring,,True,True,1,1,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,1613.0,1600.0
o3-mini-high,ab6b902e-3a48-42ab-b328-a3427cd8734d,counting_ring,,True,True,1,1,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,3789.0,3776.0
o3-mini-high,08bc4deb-9b9d-4fec-a95c-f894c168db36,counting_ring,,True,True,1,1,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,2317.0,2304.0
o3-mini-high,ca4c52b5-3771-4daf-8230-97184aa7e9b0,counting_ring,,True,True,1,1,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,3917.0,3904.0
o3-mini-high,e2615e3e-52fb-4646-8bd0-feecda381a2e,counting_ring,,True,True,1,1,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,1741.0,1728.0
o3-mini-high,2438e38c-a074-4916-bec6-22970d759c17,counting_ring,,True,True,1,1,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,5262.0,5248.0
o3-mini-high,78d48efb-3943-4685-bbce-e6569fb818f8,counting_ring,,True,True,1,1,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,6030.0,6016.0
o3-mini-high,c77a9e01-14fa-411d-844f-aff9904892be,counting_ring,,True,True,2,2,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,2061.0,2048.0
o3-mini-high,660299c3-49e8-4526-bc2f-229128f3a728,counting_ring,,True,True,2,2,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,3853.0,3840.0
o3-mini-high,2e894827-709d-4621-aa93-d57b44f5a0f3,counting_ring,,True,True,2,2,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,15694.0,15680.0
o3-mini-high,5929b457-6388-4b4b-a060-359df6f0971d,counting_ring,,True,True,2,2,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,2125.0,2112.0
o3-mini-high,e47fed1a-c789-4887-a0bd-0db0c8eb70f6,counting_ring,,True,True,2,2,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,973.0,960.0
o3-mini-high,d2b5cd34-d177-4186-b266-a7118797755a,counting_ring,,True,True,2,2,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,8782.0,8768.0
o3-mini-high,da855680-70f9-49b3-8fe2-a012f6981636,counting_ring,,True,True,2,2,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,10445.0,10432.0
o3-mini-high,d9e6418d-239f-4647-9fc3-b1cd35a23ff6,counting_ring,,True,True,2,2,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,2701.0,2688.0
o3-mini-high,074a47ae-31d9-4aa8-9c53-71d258b71182,counting_ring,,True,True,3,3,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,5581.0,5568.0
o3-mini-high,2090df2a-bdbc-4bb5-a9d0-72edd2cfdbd0,counting_ring,,True,True,3,3,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,3726.0,3712.0
o3-mini-high,1052eeec-7a3a-4755-a613-e1e2e22d4ca5,counting_ring,,True,True,3,3,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,4877.0,4864.0
o3-mini-high,5d20368d-5637-4fa9-a451-9e662794bc5d,counting_ring,,True,True,3,3,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,8590.0,8576.0
o3-mini-high,b04ab5e4-64bb-4ecf-9afe-16f816382d20,counting_ring,,True,True,3,3,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,10573.0,10560.0
o3-mini-high,af01c7fa-17f5-4a4e-a6cb-80342c4b4514,counting_ring,,True,True,3,3,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,4621.0,4608.0
o3-mini-high,7f50536c-f511-4d7f-9a64-ff779d5b220c,counting_ring,,True,True,3,3,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,4814.0,4800.0
o3-mini-high,0b955564-7819-4329-afd5-d9fbcd7d52c6,counting_ring,,True,True,3,3,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,2189.0,2176.0
o3-mini-high,0af0ab3f-ec09-449e-a95e-c66f0329cc4d,counting_ring,,True,True,4,4,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,5965.0,5952.0
o3-mini-high,001d4851-593b-4d65-a868-6802b198e592,counting_ring,,True,True,4,4,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,11086.0,11072.0
o3-mini-high,7a7abe5c-acf5-4047-a2fb-874ca0ef69a8,counting_ring,,True,True,4,4,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,5197.0,5184.0
o3-mini-high,57539d1c-5c1e-475d-9450-b4f25a806d0a,counting_ring,,True,True,4,4,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,10830.0,10816.0
o3-mini-high,d90df87b-360e-4a0d-b151-1b5f3e682209,counting_ring,,True,True,4,4,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,9229.0,9216.0
o3-mini-high,da4121c1-9b89-429b-8bb4-552de8960d00,counting_ring,,True,True,4,4,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,12749.0,12736.0
o3-mini-high,df6ddd19-a29a-4fca-8e60-165d49c91015,counting_ring,,True,True,4,4,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,7182.0,7168.0
o3-mini-high,3e1ce51a-577c-4b3a-8fec-8f355afb4ae9,counting_ring,,True,True,4,4,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,9357.0,9344.0
o3-mini-high,c3f2068b-f6bd-478f-9dbb-4eb5d41a9257,counting_ring,,True,True,5,5,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,11405.0,11392.0
o3-mini-high,4d7679cb-2450-4fd4-83fb-a0a4945ece18,counting_ring,,True,True,5,5,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,15949.0,15936.0
o3-mini-high,47a13e7d-3ccc-46c7-9ab6-18a77fe4e361,counting_ring,,True,True,5,5,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,9038.0,9024.0
o3-mini-high,34f680d5-7ca8-44dc-8bef-6587312c5633,counting_ring,,True,True,5,5,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,11278.0,11264.0
o3-mini-high,2eaece5e-784a-4f46-ba75-d0dc47af9e17,counting_ring,,True,True,5,5,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,14221.0,14208.0
o3-mini-high,673ee5fd-a3f2-44f4-b9f1-a4f62e03fbcf,counting_ring,,True,True,5,5,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,11533.0,11520.0
o3-mini-high,84b3e2d6-4db0-434d-a283-019c71e34c86,counting_ring,,True,True,5,5,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,22927.0,22912.0
o3-mini-high,a5eff30f-812e-4507-a960-f8d2eac97acb,counting_ring,,True,True,5,5,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,8271.0,8256.0
o3-mini-high,77b54f23-7be4-4a41-8efb-af0bfb2da7d8,counting_ring,,True,True,6,6,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,9805.0,9792.0
o3-mini-high,8e64860f-dc4b-48b2-bf1a-d980bfab6725,counting_ring,,True,True,6,6,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,11917.0,11904.0
o3-mini-high,6be0f910-6e18-4586-a91d-2a18cc0a5d8d,counting_ring,,True,True,6,6,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,13966.0,13952.0
o3-mini-high,1ae2a2a0-e993-4cc2-9506-c6a6640915b0,counting_ring,,True,True,6,6,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,12301.0,12288.0
o3-mini-high,6d9ad319-6d2d-4b81-b53a-0e15e5a6ef3a,counting_ring,,True,True,6,6,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,12749.0,12736.0
o3-mini-high,2ad9f734-0cb7-4a15-a53d-2337dec41a48,counting_ring,,True,True,6,6,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,13581.0,13568.0
o3-mini-high,c277ca87-1474-4def-98c2-330415ce801b,counting_ring,,True,True,6,6,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,15694.0,15680.0
o3-mini-high,3d157ae8-c073-4f5a-9ea5-6d7e0dad9a11,counting_ring,,True,True,6,6,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,11277.0,11264.0
o3-mini-high,907d64f5-ea52-4b1b-b427-0cf78b0d31f6,shortest_path,random,True,True,3,3,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,5069.0,5056.0
o3-mini-high,1f14794b-a803-4dd0-8e4c-ec6fc738c89a,shortest_path,canonical,True,True,3,3,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,4749.0,4736.0
o3-mini-high,7768c7a2-cdea-4efa-a1a6-10d9a692a064,shortest_path,random,True,True,3,3,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,7373.0,7360.0
o3-mini-high,c477a0ec-e03c-4599-bd84-83f8ac297672,shortest_path,canonical,True,True,3,3,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,2061.0,2048.0
o3-mini-high,702d3734-b75e-44f8-b34c-4e0a6203a11d,shortest_path,random,True,True,3,3,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,7055.0,7040.0
o3-mini-high,06665bc6-3d74-41e6-ace5-44c401966700,shortest_path,canonical,True,True,3,3,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,2765.0,2752.0
o3-mini-high,d4e97d08-2fe7-4c36-9cce-4c804f87e90b,shortest_path,random,True,True,4,4,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,10190.0,10176.0
o3-mini-high,f052c9af-e086-4242-a206-bb81eb48bcb3,shortest_path,canonical,True,True,4,4,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,4621.0,4608.0
o3-mini-high,774c2b0e-fdb2-43ac-952a-f1c3a775973f,shortest_path,random,True,False,4,3,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,5517.0,5504.0
o3-mini-high,8d7c2c36-eda6-4912-a2ee-9087bd6da96f,shortest_path,canonical,True,True,4,4,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,2573.0,2560.0
o3-mini-high,1db5b205-7edc-461c-96cd-2fb4474dbccd,shortest_path,random,True,False,4,3,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,11981.0,11968.0
o3-mini-high,4406367c-3e25-4a11-9be2-d436decc5a57,shortest_path,canonical,True,True,4,4,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,4173.0,4160.0
o3-mini-high,45235f05-734f-45d2-bd80-0d50e6126346,shortest_path,random,True,True,5,5,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,10509.0,10496.0
o3-mini-high,66a86cbb-3fce-41fe-aefb-8b8be28e432d,shortest_path,canonical,True,True,5,5,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,6477.0,6464.0
o3-mini-high,99bca635-5315-4b00-a4f8-6c4534358d25,shortest_path,random,True,True,5,5,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,12238.0,12224.0
o3-mini-high,29ee50e4-903d-4be4-80eb-6937d74c8264,shortest_path,canonical,True,True,5,5,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,3598.0,3584.0
o3-mini-high,9a992da6-3fe7-46a0-a495-02a0713e4127,shortest_path,random,True,True,5,5,BrC1=NC=2N(C(N(C(C2N1CC(COC1=C(C=C(C=C1)Cl)Cl)O)=O)C)=O)C,9679.0,9664.0
