model,uuid,thinking_budget,prompt_tokens,reasoning_trace,reasoning_tokens,raw_model_answer,total_tokens
gpt-4o-2024-11-20,9a570083-740e-4f73-80a1-a95f8f5c9ef9,0,58,,0,Methyl 2-amino-3-hydroxy-4-methoxy-5-(methylsulfanyl)-6-methylbenzoate,90
gpt-4o-2024-11-20,ddfa8d8a-91a1-48ee-824a-34da6cc058ac,0,69,,0,"4-(2,2,2-Trifluoro-1-methylethyl)-2-(cyclopropyl)-6-(phenyl)-5-(prop-2-yn-1-yl)-3-(cyano)-1,3-benzoxazole-7-carboxamide",130
gpt-4o-2024-11-20,0e3ac54a-2a9e-4afc-b077-0b7de90541ba,0,60,,0,"6-(4-Bromo-3,5-dimethylphenyl)-2-ethylhex-3-enamide",84
gpt-4o-2024-11-20,ac290adf-7d20-472c-8dcb-1934fc3c9975,0,66,,0,N-(5-bromo-4-tert-butyl-2-(dimethylamino)-2-methylphenyl)-N'-prop-2-enylurea,101
gpt-4o-2024-11-20,293d2a0f-2fc5-4bf2-baa0-d74b2a806d73,0,43,,0,2-Chloro-4-fluoro-1-iodobenzene,60
gpt-4o-2024-11-20,a4d9c395-46d7-4e9b-b179-496bc7bf9c6a,0,40,,0,1-bromo-2-fluorobenzene,52
gpt-4o-2024-11-20,5478a78f-f807-41e0-95b7-fd5456a5ebc0,0,43,,0,1-bromo-3-fluoro-5-iodobenzene,59
gpt-4o-2024-11-20,317e4ce6-62ca-487b-bbf3-247a94c58554,0,41,,0,1-bromo-2-fluoro-4-iodobenzene,57
gpt-4o-2024-11-20,d8482e1a-ad3b-4962-a133-545a9ab27363,0,44,,0,2-Bromo-4-chloro-1-iodobenzene,60
gpt-4o-2024-11-20,40d6fa01-7bf8-4772-a6d7-7f6df1ef5d7e,0,45,,0,1-bromo-2-chloro-4-fluorobenzene,62
gpt-4o-2024-11-20,0b9fbbc4-4bc6-4e4b-940a-d9a226151f9b,0,41,,0,1-Chloro-2-iodo-4-fluorobenzene,59
gpt-4o-2024-11-20,56f84ba7-5625-4813-8a5d-fd08e8e5d520,0,43,,0,1-bromo-2-chloro-4-fluorobenzene,60
gpt-4o-2024-11-20,a5df1f80-b9bf-4088-8af5-fb1579978f79,0,45,,0,4-Bromo-2-fluoro-1-iodobenzene,61
gpt-4o-2024-11-20,0e2da586-7367-475e-b7ae-dbe3cabee613,0,42,,0,1-bromo-4-iodobenzene,53
gpt-4o-2024-11-20,da25c585-501b-4ba6-8f63-bce4a084c287,0,44,,0,1-bromo-2-chloro-4-fluorobenzene,61
gpt-4o-2024-11-20,b44312b7-b9c4-4235-91a3-942fb4039ba5,0,42,,0,1-chloro-2-fluoro-4-iodobenzene,59
gpt-4o-2024-11-20,a812bf40-8de0-456f-bdd3-a0fe9791aaba,0,41,,0,1-bromo-2-chlorobenzene,52
gpt-4o-2024-11-20,2dc732cc-b318-4a83-8041-436bfcf4b69d,0,45,,0,1-bromo-2-chloro-3-iodobenzene,61
gpt-4o-2024-11-20,62c6288d-4b94-4821-a9c5-4095e4c6b7cb,0,44,,0,1-chloro-2-fluoro-4-iodobenzene,61
gpt-4o-2024-11-20,d553bbfe-7e2e-4fe4-893f-81f3f1b4176e,0,45,,0,1-bromo-2-chloro-4-iodobenzene,61
gpt-4o-2024-11-20,718842fb-ef3b-42d9-bacd-77211799d3b1,0,44,,0,1-bromo-2-fluoro-4-iodobenzene,60
gpt-4o-2024-11-20,a5574b35-8161-4d1b-bcae-99b6542235b2,0,45,,0,1-bromo-2-fluoro-4-iodobenzene,61
gpt-4o-2024-11-20,f03caf9d-02b6-45b8-a14a-28f161f0b3e9,0,40,,0,1-chloro-4-iodobenzene,52
gpt-4o-2024-11-20,27665354-0557-416d-99c7-385840dc81ca,0,40,,0,1-bromo-2-iodobenzene,51
gpt-4o-2024-11-20,ed097023-940e-4912-936d-b6f227ccc0a2,0,44,,0,2-bromo-4-chloro-5-fluoropyridine,61
gpt-4o-2024-11-20,d6d08d12-d435-489d-8e40-642eb831f5d4,0,44,,0,2-bromo-4-chloro-5-fluoropyridine,61
gpt-4o-2024-11-20,362103e3-2961-4afd-b71d-00a4c8d7a8ea,0,46,,0,2-bromo-4-chloro-1-fluorobenzene,63
gpt-4o-2024-11-20,282e36ef-7b62-485e-85ef-e369eb4f73b4,0,42,,0,3-Bromo-5-fluoro-2-iodopyridine,58
gpt-4o-2024-11-20,2f0f666b-d719-4b19-bcb5-d240e0c06b11,0,45,,0,4-bromo-2-fluoro-6-iodopyridine,61
gpt-4o-2024-11-20,a3ba51cb-c458-4f90-89ed-9df2315cc0ce,0,42,,0,2-Bromo-4-fluoro-6-iodopyridine,58
gpt-4o-2024-11-20,01aed562-1720-4fd0-8ed6-7cecc2ac6749,0,44,,0,2-bromo-5-fluoro-3-iodopyridine,60
gpt-4o-2024-11-20,75110d62-c65a-4047-b00e-96a1afb488ee,0,43,,0,2-Bromo-5-iodopyridine,54
gpt-4o-2024-11-20,5a3e2481-77d8-4a55-bf73-f952bcef6306,0,44,,0,2-chloro-4-fluoro-6-iodopyridine,61
gpt-4o-2024-11-20,be4b3a91-6bd5-4546-a666-d22c0522f80e,0,43,,0,3-bromo-5-chloro-2-iodopyridine,59
gpt-4o-2024-11-20,f3caae87-a657-4e05-9067-08ac009f2275,0,43,,0,1-bromo-2-fluoro-4-iodobenzene,59
gpt-4o-2024-11-20,4dc2613f-c82b-41c1-a8ca-8f3ce1b33b2f,0,45,,0,3-Bromo-5-fluoro-2-iodopyridine,61
gpt-4o-2024-11-20,6e980079-ce1b-4cbb-b2f4-98f41a59e16b,0,44,,0,3-bromo-5-chloro-2-iodopyridine,60
gpt-4o-2024-11-20,9564f4da-7739-4c03-9a77-22dd558a9d2d,0,43,,0,4-bromo-2-fluoro-1-iodobenzene,59
gpt-4o-2024-11-20,3a71806a-8c50-4bbb-af8f-678b5c83b01b,0,44,,0,2-chloro-5-fluoro-3-iodopyridine,61
gpt-4o-2024-11-20,0ae0943e-bca8-4fca-97f2-20865c55003e,0,45,,0,2-chloro-4-fluoro-3-iodopyridine,62
gpt-4o-2024-11-20,8aba9990-6ca3-48a5-b108-b62aaf7656ee,0,45,,0,5-bromo-2-chloro-4-fluoropyridine,62
gpt-4o-2024-11-20,a5123236-be36-44c0-b362-6cb0d9d94cf2,0,43,,0,4-chloro-2-fluoro-1-iodobenzene,60
gpt-4o-2024-11-20,2d68927d-b199-486f-aa50-835b4ff96db3,0,44,,0,4-bromo-2-chloro-6-fluoropyridine,61
gpt-4o-2024-11-20,4278ae6d-889b-4238-af74-0097278fed9d,0,42,,0,2-bromo-6-fluoro-3-iodopyridine,58
gpt-4o-2024-11-20,fe232730-94fc-4713-9d14-42026b710b6a,0,41,,0,2-Bromo-3-iodo-5-fluoropyridine-4-carbaldehyde,64
gpt-4o-2024-11-20,5ca76cb0-d5f2-4aac-b6ce-4b7c636b24cc,0,43,,0,3-bromo-4-chloro-5-fluoropyridine-2-one,63
gpt-4o-2024-11-20,45a80921-e527-48cf-a427-e67e3fb1f124,0,42,,0,2-chloro-5-fluoro-3-iodopyridine,59
gpt-4o-2024-11-20,7a8996d3-9d30-4551-996e-d9f45fbd4934,0,41,,0,3-bromo-2-chloro-5-fluorophenol,57
gpt-4o-2024-11-20,91a269bf-e2aa-4cf3-b136-1642cb9a4b37,0,44,,0,3-bromo-5-fluoro-2-iodophenol,59
gpt-4o-2024-11-20,d5933413-bdec-43f5-bc9b-05230fe6b14a,0,42,,0,"2-chloro-5-fluoro-3-iodo-1,2-oxazole",64
gpt-4o-2024-11-20,4b624740-a8dc-420d-a11f-a9f77e6339c0,0,45,,0,2-bromo-4-fluoro-6-iodophenol,60
gpt-4o-2024-11-20,072d04e1-36b3-4440-a528-100cbab38fab,0,42,,0,2-bromo-5-chloro-3-iodo-1H-pyridin-4-one,65
gpt-4o-2024-11-20,326b2a58-8923-405f-994e-685bd3709d67,0,42,,0,2-chloro-5-fluoro-3-iodopyridine,59
gpt-4o-2024-11-20,d7c1e095-a414-4332-a75e-21aff21d057f,0,45,,0,3-bromo-5-chloro-2-iodopyridine,61
gpt-4o-2024-11-20,477b3954-824e-49e3-83b1-c5b11d310405,0,43,,0,"5-bromo-2-fluoro-4-iodo-1,2-oxazole",64
gpt-4o-2024-11-20,0103c17e-ec76-41ac-93dc-6b909abe5b57,0,44,,0,2-bromo-4-fluoro-6-iodophenol,59
gpt-4o-2024-11-20,9cdefef7-62f4-4ace-bf39-22712f17515a,0,42,,0,"5-chloro-3-fluoro-1,2-benzoxazole",60
gpt-4o-2024-11-20,73919c58-6eaa-4200-9741-034a55b1328b,0,45,,0,3-Bromo-4-chloro-2-fluorophenol,61
gpt-4o-2024-11-20,39796b49-29a2-46fc-a5b7-9fde29eaac47,0,43,,0,2-bromo-6-fluoro-3-iodo-1H-pyridin-4-one,66
gpt-4o-2024-11-20,6dc7094d-1d2f-4dd0-9521-6e14a41fa72b,0,41,,0,5-bromo-2-fluoropyridin-3-ol,57
gpt-4o-2024-11-20,8bf78dcf-d21a-41b7-969d-6e1289dcd02a,0,43,,0,5-bromo-2-chloro-3-fluoropyridine-4-ol,64
gpt-4o-2024-11-20,41bd752c-798d-4cab-ad82-ba3ecd394a0d,0,42,,0,2-bromo-3-chloro-6-iodopyridine N-oxide,61
gpt-4o-2024-11-20,4275b73c-f0a0-4572-8d23-9896285dec7b,0,42,,0,"4-bromo-5-chloro-2-iodo-1,3-oxazole",63
gpt-4o-2024-11-20,47458d44-98dd-4589-b9a9-b8b371cd8d5e,0,45,,0,5-bromo-3-fluoro-2-iodopyridin-4-ol,65
gpt-4o-2024-11-20,b0b30027-b96c-4f7a-9ef4-26e23cbb51e5,0,47,,0,1-bromo-2-fluoro-4-iodobenzene,63
gpt-4o-2024-11-20,acedb5c8-2d49-405b-851c-1b6ff586a0f5,0,49,,0,2-chloro-4-fluoro-1-iodobenzene,66
gpt-4o-2024-11-20,9ca8a6a0-7e00-4d4f-a1cb-0d015f07dc9f,0,49,,0,2-chloro-6-fluoro-3-iodobiphenyl,67
gpt-4o-2024-11-20,aa01c4ce-7255-4ab7-a154-02e738b3d2b7,0,47,,0,2-Bromo-5-chloro-1-fluorobenzene,64
gpt-4o-2024-11-20,af24632b-7193-40f1-94f8-858e35192126,0,48,,0,1-bromo-3-chloro-5-iodonaphthalene,65
gpt-4o-2024-11-20,b999adad-63d4-44bd-b691-b18a305a6349,0,45,,0,1-bromo-2-chloro-4-iodobenzene,61
gpt-4o-2024-11-20,14a59fb5-816a-4f87-a5ae-46c60b2aec83,0,45,,0,1-Bromo-4-iodobiphenyl,57
gpt-4o-2024-11-20,0ea78912-4f7b-46f1-ae6a-c220deb45a92,0,45,,0,2-Bromo-6-chlorobiphenyl,57
gpt-4o-2024-11-20,1f31baee-665f-4c94-8626-85858f057404,0,49,,0,1-bromo-2-chloro-4-fluorobiphenyl,67
gpt-4o-2024-11-20,5e1ebff2-6cef-496c-81c4-d584d5308f9d,0,48,,0,1-bromo-2-chloro-4-iodobenzene,64
gpt-4o-2024-11-20,6edd7470-f65f-4f38-b080-2d3f018d120e,0,44,,0,2-Chloro-5-fluorobiphenyl,58
gpt-4o-2024-11-20,97ddee6b-f30c-4712-9ae8-eca891fabfc2,0,47,,0,1-bromo-2-fluoro-4-iodobenzene,63
gpt-4o-2024-11-20,15e313a1-0104-4773-9646-3da5e5a60ca0,0,48,,0,2-Chloro-6-fluoro-4-iodobiphenyl,66
gpt-4o-2024-11-20,5cced612-e98c-4e9c-9242-459d7f4b0ed5,0,47,,0,1-chloro-2-fluoro-4-iodonaphthalene,65
gpt-4o-2024-11-20,4c869625-0c8e-40ce-9f4c-46795461a3a8,0,49,,0,2-Chloro-4-fluoro-1-iodobenzene,66
gpt-4o-2024-11-20,20e213ee-a14f-4cc9-9eac-c52af6bf3f79,0,49,,0,4-bromo-2-fluoro-1-iodobiphenyl,66
gpt-4o-2024-11-20,68caf450-0fc9-4896-9ca1-ed7853591b8e,0,50,,0,4-bromo-2-fluoro-1-iodobenzene,66
gpt-4o-2024-11-20,7adb3d41-6320-40ba-889f-2a6e58326a46,0,50,,0,4-bromo-2-chloro-1-iodobenzene,66
gpt-4o-2024-11-20,4f020441-992f-45c4-a662-9f1e81a4904a,0,51,,0,2-bromo-4-chloro-1-iodonaphthalene,68
gpt-4o-2024-11-20,1de15e69-ce1f-43dd-9027-a2020f5c49f1,0,44,,0,2-Bromo-6-chlorobiphenyl,56
gpt-4o-2024-11-20,48a9dad6-fbfb-4e90-abfb-38baed4a6b75,0,49,,0,2-bromo-3-chloro-6-iodopyridine,65
gpt-4o-2024-11-20,178c9fbd-e2e4-4cf0-9119-7b71f519ed45,0,48,,0,2-chloro-5-fluoro-3-iodopyridine,65
gpt-4o-2024-11-20,2c9fac42-1c2a-420b-aed8-b6bb70b079c1,0,49,,0,3-bromo-4-chloro-5-iodoquinoline,65
gpt-4o-2024-11-20,e55d3af9-61f0-4d0a-a594-09fe92ea98a0,0,48,,0,4-chloro-2-fluoro-6-iodopyridine,65
gpt-4o-2024-11-20,886989ee-61c1-4309-bd9a-8cc6037c29d3,0,51,,0,5-bromo-2-fluoro-3-iodoquinoline,67
gpt-4o-2024-11-20,2fafc6eb-dce0-4565-97d7-584b209197e9,0,47,,0,4-fluoro-3-iodo-6-chloroquinoline,64
gpt-4o-2024-11-20,dd5561e0-d064-4490-a9e3-a65df8fb1f57,0,49,,0,2-chloro-6-iodoquinoline,61
gpt-4o-2024-11-20,842d1686-31c5-4d09-80c8-591ed446c3de,0,48,,0,2-bromo-6-chloro-3-fluoroquinoline,64
gpt-4o-2024-11-20,29317fea-93ed-4e72-93ea-6c674b073964,0,47,,0,5-Bromo-2-chloro-4-fluorobenzene,64
gpt-4o-2024-11-20,afbfee7b-3a17-4b7a-b577-042b5ac8da33,0,47,,0,6-Bromo-4-fluoro-2-iodoquinoline,63
gpt-4o-2024-11-20,47a81cd1-681d-4e7f-a94f-de921406f155,0,45,,0,5-bromo-2-fluoro-6-iodobenzimidazole,62
gpt-4o-2024-11-20,9181e1e2-44f9-4017-814e-99688ea4d98c,0,48,,0,4-Bromo-6-chloro-2-iodoquinoline,64
gpt-4o-2024-11-20,8159f3fe-a99b-45a6-b301-0ae2649044ad,0,45,,0,6-bromo-2-chlorocarbazole,56
gpt-4o-2024-11-20,5c9678d4-7bd3-4526-9f76-f4350d804a20,0,49,,0,5-bromo-2-fluoro-3-iodoquinoline,65
gpt-4o-2024-11-20,ebe46414-3856-4ce0-b6ae-caf76d8b12ba,0,49,,0,4-bromo-2-chloro-1-iodobenzene,65
gpt-4o-2024-11-20,cc74a57c-3ffd-4cd3-b195-1036cfc9c226,0,47,,0,3-chloro-6-fluoro-2-iodoquinoline,64
gpt-4o-2024-11-20,75f04104-088a-407e-946d-b3bd7f8e5325,0,46,,0,4-Bromo-2-chloropyridylbenzene,59
gpt-4o-2024-11-20,1539b485-dc62-4c45-b5e7-e77d16d38882,0,49,,0,4-bromo-6-chloro-2-iodoquinoline,65
gpt-4o-2024-11-20,de907f0a-452b-4edc-9fc4-c7a7e6cee4bc,0,49,,0,4-bromo-2-fluoro-6-iodo-1H-indole,68
gpt-4o-2024-11-20,3cb80434-90fc-4f8b-a41b-a514d037768a,0,49,,0,5-bromo-6-chloro-7-fluoroquinoline,65
gpt-4o-2024-11-20,d3b4868c-219f-4601-9d85-5d6c35b19648,0,57,,0,(E)-2-(3-Formyl-4-fluoro-5-isocyano-6-(2-methylbutan-2-yl)-2-methoxycarbonylphenyl)prop-2-enenitrile,105
gpt-4o-2024-11-20,6b10a1d1-dd46-4e0c-86ec-bc436d0f109e,0,58,,0,3-Isopropyl-5-(cyclohexylmethyl)-6-iodo-2-methoxy-4-(prop-2-en-1-yl)benzonitrile,99
gpt-4o-2024-11-20,fb5d06be-819b-4ae2-92a2-fb8110059423,0,63,,0,5-bromo-N-(but-3-en-1-yl)-N'-(propan-2-yl)benzene-1-sulfonamide,96
gpt-4o-2024-11-20,584830af-8132-494e-bc8a-a227703eb568,0,70,,0,"4-(1-Cyano-2-(cyclohexyl)-4-(hydroxyimino)-5-methyl-3,5-dioxo-2H-pyrrol-2-yl)butanoic acid",118
gpt-4o-2024-11-20,85f149b6-e8c4-42c0-9eed-0462304faed6,0,67,,0,Methyl 2-(2-chloro-5-isobutyl-3-phenyl-4-propylcarbamoylphenyl)-2-oxoacetate,105
gpt-4o-2024-11-20,2d4175aa-3d4a-49f7-a169-248af4b6be95,0,61,,0,3-Bromo-2-cyano-5-[(methoxycarbonyl)methyl]-4-methyl-6-(methylsulfanyl)benzoic acid,97
gpt-4o-2024-11-20,9446ccf2-0c06-40f3-bcf6-4b1925fc165d,0,52,,0,6-bromo-2-(prop-2-yn-1-yl)-3-(formylamino)-5-(pentyl)benzamide,83
gpt-4o-2024-11-20,6cf551fb-215e-4ff5-9684-321136b39ebe,0,65,,0,"3-(4-Chloro-2-(benzylidene)-5-((dimethylsulfamoyl)methyl)-3-oxo-3,4-dihydro-1H-indol-1-yl)-1-butyne",117
gpt-4o-2024-11-20,8c1a6436-f174-4856-9036-4f3a94732ac1,0,71,,0,4-(bis(methyl)amino)-3-(trifluoromethyl)-5-(carbamoyloxy)-2-(carbamoyl)-6-(sulfamoyl)benzaldehyde,116
gpt-4o-2024-11-20,9b29c9d1-2a4f-4652-9e8d-b96a5d77ec45,0,63,,0,"3-(5-Bromo-2-isobutyl-4-(sulfamoyl)phenyl)-1-(prop-2-en-1-yl)butane-1,2-dione",106
gpt-4o-2024-11-20,75c946e2-8bf0-4293-b885-eeaefba81fef,0,66,,0,"4-[2-(2,6-dimethyl-5-propyl-4-thia-1-oxocyclohex-3-en-1-yl)propanoyl]-N-methylbut-2-ynamide",116
gpt-4o-2024-11-20,f5328607-36a3-43f0-a1c1-0f863eb41cc9,0,51,,0,2-Bromo-4-(but-3-en-1-yl)-5-(cyanomethyl)-3-ethynyl-1-fluorobenzene,86
gpt-4o-2024-11-20,c9188484-661d-48c8-aa75-b89f46d3856c,0,69,,0,"Methyl (2S)-2-[(2S)-2-[(2E)-4-amino-4-oxobut-2-enamido]-3,5-dimethylhexanoyl]-1-cyanoethyl]-3-methyl-1,4-dioxo-2-oxazolidine-3-carboxylate",143
gpt-4o-2024-11-20,f2fec9e2-77af-4a0f-ab74-a6041f9fa229,0,61,,0,4-tert-Butyl-2-cyclopropyl-6-ethyl-N-methyl-3-methylbenzenesulfonamide,92
gpt-4o-2024-11-20,b88e41aa-d62f-4f93-a0bb-28e7bc609369,0,66,,0,2-[(3-fluoro-4-chloro-5-nitro-2-sulfanylbenzene)sulfonamido]acetamide,99
gpt-4o-2024-11-20,36915a43-6f90-43f4-a6b6-abaf599c6049,0,63,,0,5-Fluoro-N-methyl-N'-(4-methylpentyl)-2-nitrobenzamide,86
gpt-4o-2024-11-20,08d5015b-59fe-4bd2-a259-9735e159bd4c,0,67,,0,"3-cyano-4-(trifluoromethyl)-5-(4-chlorophenyl)-2,6-dimethylbenzoic acid",100
gpt-4o-2024-11-20,a62c78ea-8386-44e0-808a-dc4807bb8499,0,65,,0,"4-(Propan-2-yl)-N-(2-oxopropyl)-5-(prop-2-yn-1-yl)-2,6-dioxo-1,3-dimethylcyclohexane-1-carboxamide",118
gpt-4o-2024-11-20,bd02acf6-bd0f-46d1-afcc-7ed14c82d629,0,65,,0,4-bromo-2-(trifluoromethyl)-6-(cyclohexyl)-3-isocyanobenzenesulfonic acid,97
gpt-4o-2024-11-20,d3bda6c7-9f6a-4655-8929-379ba35aa485,0,58,,0,"5-bromo-2-cyano-4-cyclohexyl-6-hydroxy-2-thioxo-1,2-dihydropyridine-3-carbaldehyde",100
gpt-4o-2024-11-20,d1b2aa00-0bd1-4bd4-b942-4ec83e9c9a27,0,64,,0,4-Chloro-3-iodo-2-(nitro)-5-(propyl)-6-(carbamoyloxy)benzamide,95
gpt-4o-2024-11-20,01194557-a55a-4b2d-b799-5d5996232503,0,63,,0,5-tert-butyl-N-(carbamoyl)-4-isobutyl-2-(methylsulfanyl)-N-methyl-1-(methylamino)benzamide,103
gpt-4o-2024-11-20,686fef97-f214-46f4-ac31-68db8d1c5241,0,55,,0,3-(Ethynylmethyl)-2-iodo-6-methoxy-4-(trifluoromethyl)-5-(propan-2-yl)thioanisole,96
gpt-4o-2024-11-20,bea0ae6c-f68a-4fe9-8410-8e529d438bf6,0,60,,0,4-iodo-2-nitro-6-(propylamino)-5-(propyl)-3H-quinazolin-3-one,92
gpt-4o-2024-11-20,09e95e92-531f-422d-aefe-31bf676721c1,0,61,,0,"3-[(E)-But-2-en-1-yl]-2,4-dimethyl-5-[(E)-prop-1-en-1-yl]-6-[(dimethylsulfamoyl)methyl]phenyl ethanone",114
gpt-4o-2024-11-20,c4e7b653-e84d-401f-83a8-b548af88d796,0,70,,0,2-(Isothiocyanatomethyl)-4-(trifluoromethyl)-3-(tert-butyl)cyclohexane-1-carboxamide,104
gpt-4o-2024-11-20,0e8e1d0a-eecf-4b44-aae3-a1bf44d815c2,0,55,,0,N-(5-hydroxy-4-methoxy-2-methoxycarbonyl-6-methylthiophen-3-yl)acetamide,87
gpt-4o-2024-11-20,6ff550e2-8474-4e20-bcf4-8622e72e1a65,0,65,,0,"3-(cyclopropyl)-2-(trifluoromethyl)-6-(phenyl)-4-(prop-2-yn-1-yl)-7-(cyano)-5-hydroxyisoindoline-1,3-dione",117
gpt-4o-2024-11-20,0d436f2f-9f80-4658-9369-62cf384389ed,0,57,,0,"3-bromo-4,5-bis(aminomethyl)-2-(butan-2-yl)-6-(pentyl)-1-phenylpent-3-en-1-one",97
gpt-4o-2024-11-20,1e1d78bd-6174-43ca-a574-451344c204e6,0,62,,0,4-bromo-2-(dimethylamino)-6-isobutyl-N-(prop-2-en-1-yl)-N'-(propanoyl)benzamidine,101
gpt-4o-2024-11-20,4e80406b-239b-410c-afb3-3c6d553f7d4a,0,41,,0,1-chloro-4-iodobenzene,53
