model,uuid,thinking_budget,prompt_tokens,reasoning_trace,reasoning_tokens,raw_model_answer,total_tokens
claude-sonnet-4-5-20250929,9f8be1f6-098b-4bea-aef3-20ae1c3a0552,0,653,,36,CCc1nc(CS(=O)(=O)N)c(C)n1-c1nc(N)ncc1Cl,689
claude-sonnet-4-5-20250929,c9023211-a0e5-4cac-b99c-5da182a09f22,0,1082,,183,"Based on the spectroscopic data, I'll work through this systematically:

1. From the aromatic signals showing a para-substituted fluorobenzene pattern (7.04 and 6.88 ppm, J = 8.68 Hz)
2. The HMBC correlations showing connections to C=O at 176.8 ppm from multiple protons
3. The presence of a propargyl group (3.17 ppm triplet with J = 2.67 Hz, HSQC to 44.6 ppm)
4. Multiple methylenes forming a piperazinone ring system

The structure is:

O=C1CCN(CCCC#CN2CCN(c3ccc(F)cc3)CC2)C1",1265
claude-sonnet-4-5-20250929,df4031f5-9711-4289-9d30-9dd7e4c1bfe3,0,945,,542,"I need to analyze the spectroscopic data to determine the structure.

From the molecular formula C16H14F3NO, I can calculate the degree of unsaturation:
DBE = (2×16 + 2 - 14 + 1)/2 = 10

The presence of CF3 group is indicated by the molecular formula (F3).

From the NMR data:
- Two sets of aromatic signals suggesting two phenyl rings
- One phenyl ring shows signals at 7.76, 7.64, 7.47 (characteristic of monosubstituted benzene)
- Another phenyl ring shows signals at 7.27, 7.25, 7.19 (characteristic of monosubstituted benzene)
- A CH at 4.12 ppm (coupled to CH2 at 2.65 ppm)
- A CH2 at 2.65 ppm (coupled to CH at 4.12 ppm)

From 13C NMR:
- A carbonyl carbon at 167.63 ppm (consistent with amide C=O)
- A quaternary carbon at 122.6 ppm (likely C-CF3)
- Aromatic carbons
- CH at 53.15 ppm
- CH2 at 37.7 ppm

From HMBC correlations:
- 7.76 (aromatic H) correlates with 167.63 (C=O) - suggests benzoyl group
- 4.12 (CH) correlates with 167.63 (C=O) and 136.8 (aromatic C)
- 4.12 and 2.65 both correlate with 122.6 (quaternary C) - suggests CF3-substituted carbon
- The CH2 (2.65) shows correlations with phenyl carbons

The structure appears to be:
- A benzamide: Ph-CO-NH-
- Connected to a CH bearing a benzyl group (Ph-CH2-)
- With a CF3 group on the same carbon as the benzyl

This gives: Ph-CO-NH-CH(CF3)-CH2-Ph

C(=O)(c1ccccc1)NC(C(F)(F)F)Cc1ccccc1",1487
claude-sonnet-4-5-20250929,f959b873-0edc-4574-960e-d639a25af2d0,0,1120,,35,CCOc1cc(C(=O)c2ccccn2)c(Cl)nc1-c1ccccn1,1155
claude-sonnet-4-5-20250929,d915cc18-c7ce-4827-87ea-5f87317c4f36,0,1036,,34,COC1=C(Cl)C=C(C=C1)C2CN2C3=NC=CC=N3,1070
claude-sonnet-4-5-20250929,64921d77-3b10-47da-ab8a-cc543aa68ca1,0,1699,,25,O=C(c1ccccc1)c1noc2c1CCCC2,1724
claude-sonnet-4-5-20250929,b3182e87-b80c-42d7-8492-81aad8c1d29d,0,1117,,42,CN(S(=O)(=O)c1cc(F)ccc1C(=O)C1CO1)C(C)c1ccccc1,1159
claude-sonnet-4-5-20250929,abdfd290-a26f-4ac0-8b0d-68f162bc0eeb,0,1671,,704,"I need to analyze the NMR data systematically to determine the structure.

**Molecular Formula Analysis:**
- C19H18N2O2S suggests 12 degrees of unsaturation
- This indicates multiple aromatic rings and/or double bonds

**Key Structural Features from NMR:**

1. **Aromatic Systems:**
   - Two sets of aromatic signals suggest two benzene rings
   - One set: δ 7.82, 7.71, 7.38, 7.32 (4H) - benzothiazole pattern
   - Another set: δ 7.26, 7.19, 7.16, 7.06 (4H) - substituted benzene

2. **Aliphatic Signals:**
   - δ 5.37 (d, 1H) - CH connected to oxygen (δC 71.1)
   - δ 4.28 (ddd, 1H) - CH connected to oxygen (δC 72.06)
   - δ 3.37 (4H) - CH2 groups (δC 25.71)
   - δ 3.07, 3.04 (dd, 2H) - CH2 (δC 39.06)
   - δ 2.67 (4H) - CH2 groups (δC 34.57)

3. **Carbonyl Carbons:**
   - δC 174.5 and 169.62 suggest amide/lactam carbons

4. **Key HMBC Correlations:**
   - The presence of δC 152.88, 143.6, 139.97 with aromatic correlations suggests benzothiazole
   - δC 174.5 shows correlations with multiple protons suggesting a lactam ring
   - The pattern suggests a pyrrolidine-2,5-dione (succinimide) moiety

**Structure Determination:**
- Benzothiazole core (C7H5NS)
- Substituted benzene ring
- A linking unit with CH-O and CH2 groups
- Pyrrolidine-2,5-dione ring

The structure appears to be a benzothiazole derivative connected to a hydroxyl-bearing carbon, which is attached to a substituted benzene, with a succinimide moiety.

Based on the NMR patterns and connectivity:

CC1CC(=O)N(C1=O)C(O)Cc2ccc3sc4ccccc4nc3c2

Wait, let me reconsider. Looking at the carbon count and connectivity more carefully:

The structure should be: O=C1CCC(=O)N1C(O)Cc2ccc3scnc3c2

Actually, reconsidering the full connectivity and aromatic patterns:

O=C1CCC(=O)N1C(O)Cc2cccc3c2nc4ccccc4s3",2375
claude-sonnet-4-5-20250929,cc741d92-443d-4eea-95e9-8e2a29125090,0,1064,,32,COc1cc(NCc2ccc(Cl)c(F)c2)c(C=O)cn1,1096
claude-sonnet-4-5-20250929,1b8804c1-d279-422a-ad63-755bb021b922,0,1146,,36,CCCn1c(CN(C(=O)c2ccccc2)c2ccccc2)nc2ccccc21,1182
claude-sonnet-4-5-20250929,5a432c2c-1004-45bc-b0b4-5b610100e81f,0,610,,36,COc1cc(cc(OC)c1)C(=O)NC(=O)c2ccc(Br)cc2,646
claude-sonnet-4-5-20250929,04afcd88-6fad-4e42-8787-9751ef0ae26c,0,1318,,41,COC(=O)C(C(=O)OCc1ccccc1)c1c2ccc(Br)cc2oc1=N,1359
claude-sonnet-4-5-20250929,7b910a65-e74b-4dfb-b441-5eca76056dea,0,1137,,38,COc1ccc(C)nc1N(CCc2ccccc2)CC(=O)Nc3ccc(C)s3,1175
claude-sonnet-4-5-20250929,d29a3e89-daef-4cdc-8e50-5249c637131c,0,1322,,34,COc1ccc(cc1)CC(=O)Nc2nc(C)c(CC)c(c2)S,1356
claude-sonnet-4-5-20250929,1edb729e-9761-49da-8446-da4508534a5e,0,1797,,437,"Looking at the NMR data, I need to identify the structural features:

From the molecular formula C19H20FN3O3 and the spectroscopic data:
- 13C NMR shows 19 carbons including carbonyl groups (173.1, 164.9, 164.75, 164.1 ppm)
- 1H NMR shows aromatic signals and aliphatic signals
- The fluorine and aromatic patterns suggest a fluorinated aromatic system
- COSY/HSQC/HMBC data help piece together the structure

Analyzing the fragments:
1. A fluoroacrylamide moiety: signals at 7.73, 7.88, 6.6 ppm (coupled in COSY) with HMBC correlations to carbonyls
2. An indole system: signals at 7.33, 7.11, 7.06, 7.0 ppm (aromatic multiplets typical of benzene ring)
3. A piperazine-2,5-dione core: HSQC shows CH2 groups that connect through HMBC to the 173.1 ppm carbonyl
4. CH2 linker connecting indole to the ring system

Putting this together, the structure is:

O=C1CNC(=O)CN1Cc1c[nH]c2ccccc12.C=C(F)C(=O)N

Wait, let me reconsider the connectivity more carefully based on HMBC data...

The structure appears to be a piperazinedione with an indolylmethyl group at one nitrogen and a fluoroacryloyl group at the other nitrogen:

C=C(F)C(=O)N1CC(=O)N(Cc2c[nH]c3ccccc23)CC1=O",2234
claude-sonnet-4-5-20250929,e922144c-2634-4880-b157-e4f30effcd78,0,1441,,49,O=C(c1ccccc1)C(c1ccccc1)n1c(C)nc2c(C)nc(-c3ccc(C)cc3)nc21,1490
claude-sonnet-4-5-20250929,c0aab512-1250-4635-a084-52adddb728b7,0,1863,,450,"Looking at this data systematically:

1. The molecule has 3 sulfur atoms (S3 in formula)
2. Two equivalent aromatic CH peaks at 7.31 ppm (2H, showing HMBC to two equivalent carbons at 139.3 and 116 ppm) suggests a symmetric dimesitylene or similar aromatic system
3. The methyl groups at 2.3 ppm (6H, s) connect to aromatic carbons at 139.3 and 133.4 ppm
4. The molecule contains piperazine-like ring system based on the complex multiplet patterns
5. An ethyl group is evident from the quartet at 3.71 ppm (δC 44.62) and doublet at 1.21 ppm (δC 12.6)

Based on the formula C18H28N2O6S3 and NMR patterns indicating:
- A symmetric 3,5-dimethyl-4-hydroxybenzene (mesitylene-like) unit
- Two SO2 groups (accounting for O6S2)
- A piperazine ring system with ethyl substituent
- One additional sulfur as a bridge

The structure is N-ethylpiperazine-N',N'-disulfonyl-bis(3,5-dimethyl-4-hydroxybenzene), which simplifies to a mesitylene sulfonamide derivative.

**CCNCCNCCNS(=O)(=O)c1cc(C)c(O)c(C)c1**

Wait, let me reconsider - with S3 and the symmetry pattern, this appears to be:

**CCN1CCN(CC1)S(=O)(=O)c1cc(C)c(OS(=O)(=O)c2cc(C)c(O)c(C)c2)c(C)c1**",2313
claude-sonnet-4-5-20250929,8a50cdd1-dffd-4d19-8068-e377c29efad8,0,953,,47,CCc1nc(N2CCCCC2)c(nc1C)NCCCN3CCN(CC3)C(=O)NS(C)(=O)=O,1000
claude-sonnet-4-5-20250929,7df58acc-c832-4c9d-9e4f-ed62500d1592,0,792,,44,COc1nc(OCc2cc(C)nc(N(C)C)n2)nc(n1)c1ccc(N(C)C)cc1,836
claude-sonnet-4-5-20250929,033bbcf5-3985-4edc-9488-b1f92a766f75,0,1432,,44,CCC(=O)N1c2ccccc2C=C(C(=O)CC(C)(C)C1)c1ccc(N)cc1,1476
claude-sonnet-4-5-20250929,cbfe1b13-aadb-40e4-838d-388c8878e3ee,0,47,,5,4,52
claude-sonnet-4-5-20250929,aa5dfac0-35ed-40c5-a410-d06137f8ebc2,0,48,,5,4,53
claude-sonnet-4-5-20250929,3bbd5b40-755a-4bc4-9939-7914e7f7a863,0,43,,5,5,48
claude-sonnet-4-5-20250929,8dacd234-3f02-4a31-ba36-af6df1d37236,0,49,,5,4,54
claude-sonnet-4-5-20250929,04542126-dd33-4178-9b5b-145d18d400c5,0,47,,5,5,52
claude-sonnet-4-5-20250929,b4271510-114b-4df0-bf3e-8b1816fb1758,0,53,,5,5,58
claude-sonnet-4-5-20250929,3b031554-f22a-4429-a3ec-fa8d87095af2,0,48,,5,6,53
claude-sonnet-4-5-20250929,d82ac4af-cef7-4de5-a1fc-e74fc74c3bc2,0,54,,5,7,59
claude-sonnet-4-5-20250929,d6fcb801-da1e-4bc9-9485-f995e48b24e2,0,49,,5,8,54
claude-sonnet-4-5-20250929,857f2284-0d5f-4539-8efd-0c8a3427a14d,0,51,,5,7,56
claude-sonnet-4-5-20250929,b3b89e21-7c6f-4a1a-a012-34848480bea6,0,58,,5,8,63
claude-sonnet-4-5-20250929,99741479-b3ce-40dc-8d2e-4096d974c0e8,0,54,,5,8,59
claude-sonnet-4-5-20250929,ebc0377e-13b3-4a4f-a554-128eeb44279e,0,47,,5,10,52
claude-sonnet-4-5-20250929,475ff158-316f-415e-9fd2-91dfcb499a8d,0,55,,5,7,60
claude-sonnet-4-5-20250929,6ec46160-523d-4d3b-aea8-3d5a858d949f,0,52,,5,10,57
claude-sonnet-4-5-20250929,441ad391-8844-468d-9c6d-5191fdd8f986,0,53,,5,11,58
claude-sonnet-4-5-20250929,0ba49457-5a65-46e6-bac7-977cfac5285f,0,67,,5,11,72
claude-sonnet-4-5-20250929,ad5a008e-b19c-4824-b5b3-75f85b5c4288,0,59,,5,10,64
claude-sonnet-4-5-20250929,84ecd115-8c46-41c3-b4ee-35e08dc84ffa,0,60,,5,13,65
claude-sonnet-4-5-20250929,b8557eeb-1968-4110-8cf0-b6e3b2e0cac4,0,64,,5,13,69
claude-sonnet-4-5-20250929,acad01ec-e4b7-4032-a3e1-eb3694e5fdfc,0,61,,195,"To count the carbon atoms, I'll go through the SMILES string systematically:

N(C(CCSCC)C)C(NC1C(C(N)=O)CCC1)=O

Breaking it down:
- C(CCSCC)C: 1 + 1 + 1 + 1 + 1 + 1 = 6 carbons
- C(NC1C(C(N)=O)CCC1)=O: 1 carbon
- Inside the ring and substituents: C1 (1) + C(C(N)=O) which is C + C = 2 + CCC1 which is 3 more carbons = 6 carbons

Total: 6 + 1 + 6 = 13

13",256
claude-sonnet-4-5-20250929,268dcf87-5fb5-4906-8f76-8a852e0ed75d,0,69,,5,14,74
claude-sonnet-4-5-20250929,7d054445-67c8-4e03-ba1e-050903bd32c3,0,69,,5,13,74
claude-sonnet-4-5-20250929,b7293502-845d-4f51-988d-b17468ec427d,0,69,,5,13,74
claude-sonnet-4-5-20250929,f0f4b402-f21c-4893-891f-eceab8211bb2,0,65,,5,15,70
claude-sonnet-4-5-20250929,76473fc1-53b7-4e5d-a6c1-590d12604e71,0,62,,5,13,67
claude-sonnet-4-5-20250929,fbe1dd94-50f0-4c9c-9ad3-933dabaea3db,0,68,,5,19,73
claude-sonnet-4-5-20250929,4e38eb74-c3e8-4c58-af45-46eec5f15112,0,61,,5,16,66
claude-sonnet-4-5-20250929,3c6435ce-c50d-4ce7-a60b-d21ccae3275c,0,62,,5,18,67
claude-sonnet-4-5-20250929,2e8d5767-0951-4d8d-b85a-a2edbd4707b6,0,66,,5,16,71
claude-sonnet-4-5-20250929,d3e441b0-9fe3-462c-bfc6-c76a1b5cc31f,0,63,,5,18,68
claude-sonnet-4-5-20250929,210531cb-d7a2-4d20-9397-4480f59692cd,0,68,,289,"To count the carbon atoms, I'll go through the SMILES string systematically:

CC(Oc1cc(c(NC(C(=O)NC2CCCC2(C)C)=O)cc1)F)C

Breaking it down:
- CC: 2 carbons
- (Oc1cc(c(NC(C(=O)NC2CCCC2(C)C)=O)cc1)F): benzene ring (6 carbons) + substituents
  - The ring: 6 carbons (c1cc(c(...)cc1))
  - NC(C(=O)NC2CCCC2(C)C)=O:
    - First C after N: 1 carbon
    - C(=O): 1 carbon (carbonyl)
    - NC2CCCC2(C)C: 
      - C2CCCC2: 5 carbons (cyclopentyl)
      - (C)C: 2 carbons
- Final C: 1 carbon

Total: 2 + 6 + 1 + 1 + 5 + 2 + 1 = 18

18",357
claude-sonnet-4-5-20250929,8be913dd-737b-4b5a-a31f-69be72da273b,0,70,,339,"To count the carbon atoms, I'll go through the SMILES string and count each 'C' that represents a carbon atom.

Breaking down the SMILES: c1(c2c(cccc2)[nH]c(c1)=O)CNC(NC(C)C1CCCCC1)=O

Counting carbons:
- c1: 1 carbon
- c2: 1 carbon
- c (in cccc2): 4 carbons
- c (in c(c1)=O): 1 carbon
- C (after the ring): 1 carbon
- C (in NC(NC...)): 1 carbon
- C (in NC(C)C1...): 1 carbon
- C1: 1 carbon
- CCCCC1: 5 carbons

Aromatic ring system: c1(c2c(cccc2)[nH]c(c1)=O)
- c1, c2, and the benzene ring (cccc2) and the remaining carbons = 9 carbons total

Side chain: CNC(NC(C)C1CCCCC1)=O
- C: 1
- C (carbonyl): 1
- C: 1
- C1: 1
- CCCCC1: 5
Total: 9 carbons

Total: 9 + 9 = 18

18",409
claude-sonnet-4-5-20250929,bb5cc5d9-b967-4225-89c8-1e7a620b6721,0,71,,5,20,76
claude-sonnet-4-5-20250929,b4c8fdbb-3d75-4e32-a068-9ba254d24fd8,0,79,,5,20,84
claude-sonnet-4-5-20250929,02fc1e4f-4714-4853-98db-f1b16a90289d,0,75,,5,20,80
claude-sonnet-4-5-20250929,196d962c-e816-4532-b6b0-98fbfa8a1da7,0,66,,5,22,71
claude-sonnet-4-5-20250929,85627a53-52f8-47ab-a8e8-bbb5fdef9b35,0,73,,5,21,78
claude-sonnet-4-5-20250929,f8d7990c-769d-43ab-9698-12a3f142edef,0,72,,210,"To count the carbon atoms, I'll go through the SMILES string systematically:

c1nnc(o1) - 3 carbons (5-membered ring with 2 N, 1 O, 2 C)
-c1cccc(...)c1 - 6 carbons (benzene ring)
NC(...)=O - 1 carbon (carbonyl)
c2cn(...)nc2 - 4 carbons (5-membered ring with 2 N, 3 C)
-c3ccccc3 - 6 carbons (benzene ring)
-c2cccs2 - 4 carbons (5-membered ring with 1 S, 4 C)

Total: 3 + 6 + 1 + 4 + 6 + 4 = 24

24",282
claude-sonnet-4-5-20250929,cdcb32a9-ac2a-4513-a6d1-acfdf66f96a8,0,69,,5,21,74
claude-sonnet-4-5-20250929,65695546-735a-4039-9337-fb2cbdd4f016,0,75,,5,24,80
claude-sonnet-4-5-20250929,e99d09cf-3de9-4336-bbce-544eadcf7e08,0,67,,5,22,72
claude-sonnet-4-5-20250929,7c344a3e-0f6c-4b35-a1d4-3dd0dc377a6e,0,75,,5,24,80
claude-sonnet-4-5-20250929,30932029-a08e-4346-9dbc-ff3de16a7968,0,75,,5,24,80
claude-sonnet-4-5-20250929,40fea15b-d967-407f-a8d6-7670c257c021,0,73,,5,24,78
claude-sonnet-4-5-20250929,ed2c5927-3bf3-4ed5-aa46-8e8d7dff2dd9,0,70,,5,27,75
claude-sonnet-4-5-20250929,40bc56b9-cd25-4486-a67e-269cc36fe5c1,0,76,,5,28,81
claude-sonnet-4-5-20250929,2e0b97fa-89e2-4d89-b7e9-cecf098a3667,0,75,,212,"To count the carbon atoms, I'll go through the SMILES string systematically:

c1(C2Nc3c(cc(C(N(CC)c4ccccc4)=O)cc3)C3C=CCC32)cccnc1

Breaking it down:
- c1(...) cccnc1: pyridine ring = 5 carbons
- C2: 1 carbon
- Nc3c(cc(...)cc3): benzene ring = 6 carbons
- C(N(CC)c4ccccc4)=O: C=O (1) + CC (2) + c4ccccc4 (6) = 9 carbons
- C3C=CCC32: 4 carbons

Total: 5 + 1 + 6 + 9 + 4 = 25

25",287
claude-sonnet-4-5-20250929,dc0bcaec-8999-4d31-8aa3-e90134368600,0,74,,5,26,79
claude-sonnet-4-5-20250929,937cd3db-0c99-4277-8a08-34bd8540571b,0,66,,5,29,71
claude-sonnet-4-5-20250929,3a559549-01fb-4593-92f4-e97cc87a2b1c,0,64,,5,1,69
claude-sonnet-4-5-20250929,8bcdc9ed-a72f-453d-9ad6-3f7167fcca3d,0,44,,5,1,49
claude-sonnet-4-5-20250929,ab6b902e-3a48-42ab-b328-a3427cd8734d,0,60,,5,1,65
claude-sonnet-4-5-20250929,08bc4deb-9b9d-4fec-a95c-f894c168db36,0,58,,141,"Looking at the SMILES string N1C(=O)CN(C(C)C(=O)NC(=O)NCC)CC1, I need to trace the connectivity.

The ""1"" indicates a ring closure - the first N1 starts the ring and CC1 closes it back to that nitrogen.

Following the path:
- N1 (ring closure point)
- C(=O) (carbonyl)
- C
- N (this nitrogen has a branch)
- C
- C
- 1 (closes back to the first N)

This forms one ring.

1",199
claude-sonnet-4-5-20250929,ca4c52b5-3771-4daf-8230-97184aa7e9b0,0,61,,5,1,66
claude-sonnet-4-5-20250929,e2615e3e-52fb-4646-8bd0-feecda381a2e,0,61,,5,1,66
claude-sonnet-4-5-20250929,2438e38c-a074-4916-bec6-22970d759c17,0,62,,5,1,67
claude-sonnet-4-5-20250929,78d48efb-3943-4685-bbce-e6569fb818f8,0,50,,5,1,55
claude-sonnet-4-5-20250929,c77a9e01-14fa-411d-844f-aff9904892be,0,55,,5,2,60
claude-sonnet-4-5-20250929,660299c3-49e8-4526-bc2f-229128f3a728,0,67,,5,2,72
claude-sonnet-4-5-20250929,2e894827-709d-4621-aa93-d57b44f5a0f3,0,63,,5,2,68
claude-sonnet-4-5-20250929,5929b457-6388-4b4b-a060-359df6f0971d,0,62,,5,2,67
claude-sonnet-4-5-20250929,e47fed1a-c789-4887-a0bd-0db0c8eb70f6,0,61,,5,2,66
claude-sonnet-4-5-20250929,d2b5cd34-d177-4186-b266-a7118797755a,0,66,,5,2,71
claude-sonnet-4-5-20250929,da855680-70f9-49b3-8fe2-a012f6981636,0,52,,5,2,57
claude-sonnet-4-5-20250929,d9e6418d-239f-4647-9fc3-b1cd35a23ff6,0,72,,5,2,77
claude-sonnet-4-5-20250929,074a47ae-31d9-4aa8-9c53-71d258b71182,0,63,,5,3,68
claude-sonnet-4-5-20250929,2090df2a-bdbc-4bb5-a9d0-72edd2cfdbd0,0,64,,5,2,69
claude-sonnet-4-5-20250929,1052eeec-7a3a-4755-a613-e1e2e22d4ca5,0,67,,5,3,72
claude-sonnet-4-5-20250929,5d20368d-5637-4fa9-a451-9e662794bc5d,0,73,,5,4,78
claude-sonnet-4-5-20250929,b04ab5e4-64bb-4ecf-9afe-16f816382d20,0,71,,5,3,76
claude-sonnet-4-5-20250929,af01c7fa-17f5-4a4e-a6cb-80342c4b4514,0,68,,5,3,73
claude-sonnet-4-5-20250929,7f50536c-f511-4d7f-9a64-ff779d5b220c,0,70,,5,3,75
claude-sonnet-4-5-20250929,0b955564-7819-4329-afd5-d9fbcd7d52c6,0,67,,5,3,72
claude-sonnet-4-5-20250929,0af0ab3f-ec09-449e-a95e-c66f0329cc4d,0,74,,5,4,79
claude-sonnet-4-5-20250929,001d4851-593b-4d65-a868-6802b198e592,0,72,,5,5,77
claude-sonnet-4-5-20250929,7a7abe5c-acf5-4047-a2fb-874ca0ef69a8,0,72,,5,4,77
claude-sonnet-4-5-20250929,57539d1c-5c1e-475d-9450-b4f25a806d0a,0,72,,5,4,77
claude-sonnet-4-5-20250929,d90df87b-360e-4a0d-b151-1b5f3e682209,0,74,,5,4,79
claude-sonnet-4-5-20250929,da4121c1-9b89-429b-8bb4-552de8960d00,0,73,,5,4,78
claude-sonnet-4-5-20250929,df6ddd19-a29a-4fca-8e60-165d49c91015,0,63,,5,4,68
claude-sonnet-4-5-20250929,3e1ce51a-577c-4b3a-8fec-8f355afb4ae9,0,68,,5,4,73
claude-sonnet-4-5-20250929,c3f2068b-f6bd-478f-9dbb-4eb5d41a9257,0,72,,5,5,77
claude-sonnet-4-5-20250929,4d7679cb-2450-4fd4-83fb-a0a4945ece18,0,83,,5,4,88
claude-sonnet-4-5-20250929,47a13e7d-3ccc-46c7-9ab6-18a77fe4e361,0,66,,5,4,71
claude-sonnet-4-5-20250929,34f680d5-7ca8-44dc-8bef-6587312c5633,0,64,,5,5,69
claude-sonnet-4-5-20250929,2eaece5e-784a-4f46-ba75-d0dc47af9e17,0,66,,5,6,71
claude-sonnet-4-5-20250929,673ee5fd-a3f2-44f4-b9f1-a4f62e03fbcf,0,69,,5,4,74
claude-sonnet-4-5-20250929,84b3e2d6-4db0-434d-a283-019c71e34c86,0,68,,5,5,73
claude-sonnet-4-5-20250929,a5eff30f-812e-4507-a960-f8d2eac97acb,0,72,,5,5,77
claude-sonnet-4-5-20250929,77b54f23-7be4-4a41-8efb-af0bfb2da7d8,0,78,,5,6,83
claude-sonnet-4-5-20250929,8e64860f-dc4b-48b2-bf1a-d980bfab6725,0,68,,5,6,73
