model,uuid,thinking_budget,prompt_tokens,reasoning_trace,reasoning_tokens,raw_model_answer,total_tokens
gemini-3-flash-preview,384b1b16-001c-46d9-9dea-f5696a302a0e::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,b3b518bf-2d72-497b-ace2-b3627cf75cc7::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,ca5935b1-bafd-4424-ab6a-1d591ecc69a5::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,075a82d8-ea72-45a3-9b97-a84e464755ce::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,acd2f9f0-365a-4b87-82b5-ade912fdcf5f::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,4bc67c02-f2e0-4e15-9428-a1c94e9facbf::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,830591ef-f82c-432a-8ef0-fc33e82281aa::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,0497f03f-37bd-48e5-afa8-9df0271525cc::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,2251e85f-0e4a-4a49-ac5c-a069eb7abc31::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,10af102e-25bd-489f-8fbb-9a9e21cd779f::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,e6ac6821-b32a-4092-b50f-7afdc2977dda::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,1c6bdbd2-4ac6-479c-a385-bc027db8714f::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,31f10e83-b4ad-491a-9d3f-086898b6bd53::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,6d1512b7-751e-4b59-a390-9caa591f1f59::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,4455ba72-cec2-47a4-9c69-4978a4251935::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,e6cc9b23-9cb2-41c3-a421-6d02af9e8f78::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,849c98a6-4515-4cf1-b781-94f41cd88941::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,c136c48f-2e17-4ad2-abf0-5f69a76ade57::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,c193e9e6-e900-41e9-b4dd-ed2a9a630d4d::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,da57137e-47c7-4914-bf82-966447105f70::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,f3d1fae6-ae85-4b67-b92d-501d818929ba::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,18f43421-6435-469c-aadd-e2675c88727f::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,f22490ae-1cc5-403e-898a-582b096e959e::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,cc5b3752-1c80-427b-b339-8afa325fdc74::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,63cad441-442e-4d3f-92dc-852c71f7753d::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,a2df7b10-d517-47b9-9832-964c65138607::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,588a7d70-242b-4624-b8bb-a84d107caf64::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,9f57e701-d698-4949-8819-bfe1f8a4be96::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,1d39efd5-1dea-4b09-9ac6-de391546128a::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,d31c9ffc-4849-4f2a-acb4-560d807e2f3e::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,690c430f-9871-455c-89ce-0a8d9030074f::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,742e0ed0-cf63-40c3-bce8-06cc25035593::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,0405efc2-8e37-4d88-bf2d-47aaae88570f::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,74d0c566-8d29-4d7d-bb4e-57dce2eb6dd4::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,bc9869b7-6a8a-4e04-9758-ebd9f2f2cbdd::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,13719c59-7e54-40e0-9ce5-c8f32e03b038::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,e2771989-c159-4504-ad95-1c68a860f339::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,19a8b99e-ec05-4005-b27b-ca858da6c22d::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,8d75a03d-1bd7-469b-ac27-0ddd9d6d2a46::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,668a1b1d-3d1c-431b-9e24-5ee364f72e16::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,2f1e1b58-995d-4ada-a3f9-3a26e2718ff0::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,e33bbc5d-7683-4a58-b462-31f4a52fadd3::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,a4369b47-9b74-4a8c-800d-8c450cdff4e8::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,287dd9f1-411b-4406-8cee-7ded230a9cd6::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,c3958819-aa45-4ee9-b32c-945806c341c7::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,94af2c69-d1ac-454b-8735-41f6482c27c6::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,2159c895-de29-47be-90c4-404ee23d59c6::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,ed3a79dc-9362-4280-84dc-ffea475628c1::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,31017e85-ddd1-43a9-8a06-97f16b28f883::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,60b53d6a-3532-4e59-ad7c-608a9d96d487::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,1a6021de-6a54-4052-b84a-b01d0cdb97b0::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,f2904b0e-d609-49f0-be87-48f28ac3cabc::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,43be17d5-a657-4858-8059-e1a67c1f4468::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,67ae6d7f-195d-4352-9f5b-b0f5773796aa::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,0511b7d3-3154-4ef1-b148-ba8e5db2befb::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,bce0dacc-2fa8-4048-a61a-32d976f8ff3d::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,a0a35466-9eba-4ee0-8259-d8ba663b9530::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,80fef17c-ff03-44f1-85dd-e451af4fa099::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,f0668240-6992-456a-b048-e6b0a6c2b169::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,4992cac1-3970-48ef-a797-467338534881::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,fa7533e5-1faa-4456-b1d6-735b40112699::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,f6a2dae9-f52f-4334-9605-86c92e061e17::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,c84d1f9f-302d-4e78-bbed-986cc8469fe3::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,4c642da0-170a-4f76-9b66-94e0758ddbae::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,a8bc1261-4fe7-42be-a4a8-8d8660f6dd14::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,6ec47c48-b172-414d-a6a3-f450de261615::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,6fd4c70c-ef3a-45f0-b2e6-08758a584c95::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,d1855340-4dc8-4737-ae79-ed57287c8cbd::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,a9c64498-1fc7-4fa7-894f-087f12de530f::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,c06958a2-d573-4782-8d85-6e3a025c8367::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,0d644bb4-bdcd-4787-998a-cb2ed7c8df56::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,94e42023-8652-4059-bc8d-eb45df74bbda::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,3d607282-ee2b-4648-b0c9-45fde7fc0b9c::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,7b8d1668-f84c-4298-b7c7-f21cc7abe033::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,17742b90-dc56-406f-9671-4540e702ca64::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,61826b4d-a8e7-43e0-bbd6-bf11d07a5edd::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,8bd157e0-4d47-4ea4-8714-7c46129b81f8::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,cfabc06a-e53b-4463-8224-739c17ec780c::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,b1d725a1-0633-42b5-bc20-bb28e7364ea5::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,ad9c5445-6b88-4b58-b5f9-eea7e1ee116a::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,8b433670-7c4d-4555-9a9d-93e892ab88c6::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,e5ae4f11-e2e0-4742-9870-7d8357932923::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,f35111e9-0e4b-4ae5-b7be-c7dba50b2196::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,71c4bcb3-2a10-4d9b-b103-76482e7585e3::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,dd4884fd-ec9f-4583-a929-a3213161519f::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,e9be1e66-72da-4182-9bb1-9b103822a6bd::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,2eeb1fd5-6ecd-4da9-893d-0bc66347106c::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,fb7018ca-4cea-49a1-bc6b-a542a0fa93e1::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,b6761035-08a0-4d83-8a9d-654df9104a52::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,1c3d419a-00e0-49e6-8f41-9a2ef1613c0f::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,0e1a19d4-89ce-45b2-88e7-7c0b56e3c474::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,f5345f1f-1d4d-47db-8d3f-81a4e77f7333::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,636681e9-97e3-48d7-8955-f2ee7bb68fd3::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,b7f04c23-3106-44de-bfaf-f849c2aeaff9::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,f8ff5039-5fdf-4a78-a858-a2cd8a088c18::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,9d9c713c-ef53-45dc-b63b-ad0b2756b897::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,b344cdd8-2e9b-4a8a-958c-a3c0e6e82a16::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,1816e356-a9c3-4bef-9cb3-86e9ab3fb5cd::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,ce1e59fe-b39d-4f6e-9f98-72e432c60d1d::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,c2ad36cb-6b71-4043-94a5-827bcbcbac14::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,0c5a393d-b390-4fcb-a066-cef52288ae36::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,634f5777-ef2d-4d79-9eea-97480f481825::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,b9104e99-84f2-4b82-8803-ff400eb1d7c5::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,bcaad00c-323e-404e-824e-f7e92d884e49::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,80e0c3a7-cf25-4fa8-8be5-926a1cd1ee3a::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,871a79a0-b406-4e2d-b350-0f74245eb0b2::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,5250aaf7-6b0e-49b2-9e91-205b91a5c016::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,30e161c2-6161-4b24-90cf-6e213e60bfba::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,4b3d098f-33da-4d85-b485-675c7ecc7cce::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,b23a184f-fbd5-4b0c-bc5c-e860c3092986::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,e5529577-f0f0-4f8b-9ceb-f73d043523bf::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,affff874-b7a1-42db-9bbf-4250a98f3d87::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,447bfeaf-4825-4db1-a745-dae85ae1b0ab::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,0a231710-4b4e-4d96-8352-7518f55a0abd::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,d5ec5d21-438a-4672-8c51-fb6ef045da31::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,f3be5810-8f05-4372-a788-7bf40d4ba096::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,61b46518-ddae-430b-8eb6-beee2b9a71fc::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,8fc9fcd9-96f1-4a95-9bc3-7785cd701a8a::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,b28453d5-f5eb-4d52-a4c4-05a6759bef27::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,b34a8e17-10d1-45a2-a720-e038444025bc::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,35908d69-9ff3-4888-bb77-186bdebd2d76::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,660f0f3a-6a79-4513-a231-8493cb0f148e::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,4914ce5d-74ea-46d2-b8e5-2cd94cca7fe0::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,9d8330ae-0d92-461e-9fa7-845e21e7f917::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,8c4c2f52-3a0f-42bc-b5f7-1e68afe02ee0::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,5bca4e49-ed37-4b3b-8097-fc722cbfe298::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,c7b56e67-dfa3-4b10-ad1a-c5ab113196b1::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,e7b2b77d-311e-46d6-81fa-72093d9ca258::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,bacd71c3-dccf-452c-8e34-1ed271718157::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,3df4444b-6393-4446-8f19-e5816eff6521::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,b8bc8a9c-4909-4c45-a38e-c329a9951e0a::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,c41f3486-2e7a-465d-a995-35526e84525d::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,5a02d726-06c2-4122-b7aa-bb01c8f0613d::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,37a7fc31-4658-49d7-b937-8ad37b6586ed::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,6350d825-b145-4f06-81d2-bd07b09f2afa::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,48c1e1e4-3382-4b87-8cb4-69f36e2c3a60::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,78a5addd-9830-49f3-93c0-0f636419fd64::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,4f093ee9-5d95-43f6-b828-6c9f35ef86ba::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,d37d7772-b1c4-4a2d-b574-b36204f37c29::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,9cf04d82-b201-4a7f-86cd-57027ab86d11::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,24af0865-4a40-4646-940b-02e228858321::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,a070ac5c-3645-442c-b407-f8f81b7864d3::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,d170138e-c17a-42dc-9e48-c176305deb6d::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,9b1e918e-579c-4b82-9153-d30e8fabe738::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,ed31187e-4a0e-4920-ad3e-717802252167::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,3518e284-a6b2-4239-9027-f58735a3f2e5::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,ec3c0bd5-2b55-4bdc-ae5a-b8d990475398::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,291a28fc-83b4-4438-b7d7-da8b3920c27f::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,8256d0e7-1329-4755-89f7-37e7b53ade46::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,6cec1720-d8c2-4255-b3d5-3d7b636fede6::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,e9974830-c8ad-45ad-b368-04fc30de900e::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,b93005de-7695-485e-865a-42948779b263::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,6dff7587-d827-4d7c-8466-20c0537d7c27::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,0186ad73-b19c-4f08-83eb-7f30afc105b1::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,17c3a80b-c436-4d0f-9f81-8a2167680477::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,0309622b-1f5e-4f30-b7c3-d73e259f9cca::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,11fb035c-47d4-4018-a2c9-9f0d2dbf19b5::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,f646169f-1a9b-48a7-b4b7-8f0c0c2c7714::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,01715694-c491-4c4e-ad20-0aba285f70d1::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,e22654a0-d73c-4acf-95db-787d0bcf59d8::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,5de85d16-8a9c-4d7c-ba12-27c845073197::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,242b6084-66b7-4dee-aa81-403db2522cb5::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,c16c246a-51e5-406f-ae96-1bcf9caa412a::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,be699204-9bf8-42ad-9ee0-95843d6c02e2::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,c10dcf69-6574-4fad-98ef-ffd22589cb75::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,17ec08a4-48df-49c1-8b87-c36d01157b72::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,6307c44f-fb07-4415-81b9-9dc99a86c242::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,9671e277-56f2-453a-9f15-11691ca1dd8d::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,f9b63099-dd35-4989-b450-0d52a782e7eb::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,667a606c-fd19-4670-8d4a-ef325cb6ec0b::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,e2b7642d-5081-4058-b25f-e68b00c79219::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,f089d4f7-15e1-48b0-a82c-af46fa41cc7d::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,90a620e5-1db6-4adf-8d6a-9e9d7a2d5996::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,c403a290-dde0-4003-a7c3-1dee3d74e719::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,642152eb-eb7e-4a5d-8067-8d4d4325cace::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,33864186-f851-4d9a-b2d6-59dd6276e894::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,f579bc65-f7a6-4f0f-bd9b-09fab80aaedb::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,c8834fd1-be35-412d-8711-3fde4e9d3936::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,b7f7336b-8f50-4da6-8b31-a4ca78b89735::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,75f74b66-fcbd-4e16-b5f2-7c367983afd1::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,8d7a56a2-5476-40c9-a9e5-b81d511e60dd::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,55f0fcf5-aca5-4fb9-9630-5d0101643f0b::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,a176c2fc-92dd-4331-9e27-3c20fec7ebc7::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,a5a261a6-790e-4a46-98dd-45381da1a25b::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,a9a5e74a-94b1-4cc2-9635-3304d66d0496::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,f03867a8-732e-41ce-947a-51a440e056c6::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,a5e2bd08-e215-4055-b723-0b116fcadaae::gemini-3-flash-preview::high,0,0,,0,,0
gemini-3-flash-preview,6e88e7c1-343b-444d-802b-c402883ab394::gemini-3-flash-preview::high,0,0,,0,,0
